batch_time_id,provider,time_to_execute,output
2024-01-31 02:08:59,chainstack,0.2116079330444336,b''
2024-01-31 02:08:59,alchemy,0.23850679397583008,b''
2024-01-31 02:08:59,ankr,0.1982729434967041,b''
2024-01-31 02:08:59,quicknode,0.17809677124023438,b''
2024-01-31 02:08:59,infura,0.1429131031036377,b''
2024-01-31 02:08:59,getblock,0.49564433097839355,b''
2024-01-31 02:09:00,chainstack,0.23894381523132324,b''
2024-01-31 02:09:00,alchemy,0.2513864040374756,b''
2024-01-31 02:09:00,ankr,0.18859124183654785,b''
2024-01-31 02:09:00,quicknode,0.20935559272766113,b''
2024-01-31 02:09:00,infura,0.1561591625213623,b''
2024-01-31 02:09:00,getblock,0.4284524917602539,b''
2024-01-31 02:09:02,chainstack,0.4748091697692871,b''
2024-01-31 02:09:02,alchemy,0.2850174903869629,b''
2024-01-31 02:09:02,ankr,0.18937373161315918,b''
2024-01-31 02:09:02,quicknode,0.17299866676330566,b''
2024-01-31 02:09:02,infura,0.15540599822998047,b''
2024-01-31 02:09:02,getblock,0.4345521926879883,b''
2024-01-31 02:09:03,chainstack,0.19354557991027832,b''
2024-01-31 02:09:03,alchemy,0.2737245559692383,b''
2024-01-31 02:09:03,ankr,0.20152926445007324,b''
2024-01-31 02:09:03,quicknode,0.17673611640930176,b''
2024-01-31 02:09:03,infura,0.15951800346374512,b''
2024-01-31 02:09:03,getblock,0.4225795269012451,b''
2024-01-31 02:09:05,chainstack,0.49059247970581055,b''
2024-01-31 02:09:05,alchemy,0.2490992546081543,b''
2024-01-31 02:09:05,ankr,0.17214584350585938,b''
2024-01-31 02:09:05,quicknode,0.17740607261657715,b''
2024-01-31 02:09:05,infura,0.16166138648986816,b''
2024-01-31 02:09:05,getblock,0.43505024909973145,b''
2024-01-31 02:09:06,chainstack,0.35474085807800293,b''
2024-01-31 02:09:06,alchemy,0.23890089988708496,b''
2024-01-31 02:09:06,ankr,0.1878514289855957,b''
2024-01-31 02:09:06,quicknode,0.1717829704284668,b''
2024-01-31 02:09:06,infura,0.15400123596191406,b''
2024-01-31 02:09:06,getblock,0.43927645683288574,b''
2024-01-31 02:09:08,chainstack,0.20400643348693848,b''
2024-01-31 02:09:08,alchemy,0.23186612129211426,b''
2024-01-31 02:09:08,ankr,0.23078107833862305,b''
2024-01-31 02:09:08,quicknode,0.16826581954956055,b''
2024-01-31 02:09:08,infura,0.15328097343444824,b''
2024-01-31 02:09:08,getblock,0.43375205993652344,b''
2024-01-31 02:09:09,chainstack,0.19591856002807617,b''
2024-01-31 02:09:09,alchemy,0.2402489185333252,b''
2024-01-31 02:09:09,ankr,0.1833784580230713,b''
2024-01-31 02:09:09,quicknode,0.227996826171875,b''
2024-01-31 02:09:09,infura,0.15912914276123047,b''
2024-01-31 02:09:09,getblock,0.4458041191101074,b''
2024-01-31 02:09:11,chainstack,0.3835718631744385,b''
2024-01-31 02:09:11,alchemy,0.25508642196655273,b''
2024-01-31 02:09:11,ankr,0.17142724990844727,b''
2024-01-31 02:09:11,quicknode,0.17475628852844238,b''
2024-01-31 02:09:11,infura,0.15971827507019043,b''
2024-01-31 02:09:11,getblock,0.4318110942840576,b''
2024-01-31 02:09:12,chainstack,0.19918012619018555,b''
2024-01-31 02:09:12,alchemy,0.25679874420166016,b''
2024-01-31 02:09:12,ankr,0.17759275436401367,b''
2024-01-31 02:09:12,quicknode,0.17377066612243652,b''
2024-01-31 02:09:12,infura,0.15258288383483887,b''
2024-01-31 02:09:12,getblock,0.42578125,b''
2024-01-31 02:09:13,chainstack,0.47485899925231934,b''
2024-01-31 02:09:13,alchemy,0.231201171875,b''
2024-01-31 02:09:13,ankr,0.15981101989746094,b''
2024-01-31 02:09:13,quicknode,0.17050981521606445,b''
2024-01-31 02:09:13,infura,0.15239238739013672,b''
2024-01-31 02:09:13,getblock,0.39910244941711426,b''
2024-01-31 02:09:15,chainstack,0.2013247013092041,b''
2024-01-31 02:09:15,alchemy,0.24700617790222168,b''
2024-01-31 02:09:15,ankr,0.23606014251708984,b''
2024-01-31 02:09:15,quicknode,0.17344141006469727,b''
2024-01-31 02:09:15,infura,0.15769648551940918,b''
2024-01-31 02:09:15,getblock,0.4101729393005371,b''
2024-01-31 02:09:16,chainstack,0.20581889152526855,b''
2024-01-31 02:09:16,alchemy,0.24703454971313477,b''
2024-01-31 02:09:16,ankr,0.23363518714904785,b''
2024-01-31 02:09:16,quicknode,0.17550444602966309,b''
2024-01-31 02:09:16,infura,0.15959811210632324,b''
2024-01-31 02:09:16,getblock,0.44356536865234375,b''
