,batch_time_id,provider,time_to_execute,block_timestamp,block_number,method
0,2024-01-30 06:08:22,chainstack,0.22063589096069336,2024-01-30 06:08:11,19117433,latest block
1,2024-01-30 06:08:22,alchemy,0.21164870262145996,2024-01-30 06:08:11,19117433,latest block
2,2024-01-30 06:08:22,ankr,0.32510948181152344,2024-01-30 06:08:11,19117433,latest block
3,2024-01-30 06:08:22,quicknode,0.3241543769836426,2024-01-30 06:08:11,19117433,latest block
4,2024-01-30 06:08:22,infura,0.4751431941986084,2024-01-30 06:08:11,19117433,latest block
5,2024-01-30 06:08:22,getblock,0.36176013946533203,2024-01-30 06:08:11,19117433,latest block
6,2024-01-30 06:11:41,chainstack,0.16645455360412598,2024-01-30 06:11:35,19117450,latest block
7,2024-01-30 06:11:41,alchemy,0.1938178539276123,2024-01-30 06:11:35,19117450,latest block
8,2024-01-30 06:11:41,ankr,0.19521546363830566,2024-01-30 06:11:35,19117450,latest block
9,2024-01-30 06:11:41,quicknode,0.1487274169921875,2024-01-30 06:11:35,19117450,latest block
10,2024-01-30 06:11:41,infura,0.3335394859313965,2024-01-30 06:11:35,19117450,latest block
11,2024-01-30 06:11:41,getblock,0.25347161293029785,2024-01-30 06:11:35,19117450,latest block
12,2024-01-30 06:11:53,chainstack,0.28552889823913574,2024-01-30 06:11:47,19117451,latest block
13,2024-01-30 06:11:53,alchemy,0.12817144393920898,2024-01-30 06:11:47,19117451,latest block
14,2024-01-30 06:11:53,ankr,0.07209205627441406,2024-01-30 06:11:47,19117451,latest block
15,2024-01-30 06:11:53,quicknode,0.13252472877502441,2024-01-30 06:11:47,19117451,latest block
16,2024-01-30 06:11:53,infura,0.27161169052124023,2024-01-30 06:11:47,19117451,latest block
17,2024-01-30 06:11:53,getblock,0.23748302459716797,2024-01-30 06:11:47,19117451,latest block
18,2024-01-30 06:12:00,chainstack,0.1110849380493164,2024-01-30 06:11:59,19117452,latest block
19,2024-01-30 06:12:00,alchemy,0.19006061553955078,2024-01-30 06:11:47,19117451,latest block
20,2024-01-30 06:12:00,ankr,0.07354474067687988,2024-01-30 06:11:47,19117451,latest block
21,2024-01-30 06:12:00,quicknode,0.08701419830322266,2024-01-30 06:11:47,19117451,latest block
22,2024-01-30 06:12:00,infura,0.07523179054260254,2024-01-30 06:11:59,19117452,latest block
23,2024-01-30 06:12:00,getblock,0.2586708068847656,2024-01-30 06:11:59,19117452,latest block
24,2024-01-30 06:12:04,chainstack,0.1155858039855957,2024-01-30 06:11:59,19117452,latest block
25,2024-01-30 06:12:04,alchemy,0.28772902488708496,2024-01-30 06:11:59,19117452,latest block
26,2024-01-30 06:12:04,ankr,0.18884754180908203,2024-01-30 06:11:59,19117452,latest block
27,2024-01-30 06:12:04,quicknode,0.08741092681884766,2024-01-30 06:11:59,19117452,latest block
28,2024-01-30 06:12:04,infura,0.07513260841369629,2024-01-30 06:11:59,19117452,latest block
29,2024-01-30 06:12:04,getblock,0.2247943878173828,2024-01-30 06:11:59,19117452,latest block
30,2024-01-30 06:12:08,chainstack,0.24624395370483398,2024-01-30 06:11:59,19117452,latest block
31,2024-01-30 06:12:08,alchemy,0.2757608890533447,2024-01-30 06:11:59,19117452,latest block
32,2024-01-30 06:12:08,ankr,0.07313752174377441,2024-01-30 06:11:59,19117452,latest block
33,2024-01-30 06:12:08,quicknode,0.09485602378845215,2024-01-30 06:11:59,19117452,latest block
34,2024-01-30 06:12:08,infura,0.07585930824279785,2024-01-30 06:11:59,19117452,latest block
