batch_time_id,provider,time_to_execute,block_timestamp,block_number
2024-01-31 02:05:43,chainstack,0.3314964771270752,2024-01-31 02:05:35,19123383
2024-01-31 02:05:43,alchemy,0.31940293312072754,2024-01-31 02:05:35,19123383
2024-01-31 02:05:43,ankr,0.32425594329833984,2024-01-31 02:05:35,19123383
2024-01-31 02:05:43,quicknode,0.43767428398132324,2024-01-31 02:05:35,19123383
2024-01-31 02:05:43,infura,0.3691987991333008,2024-01-31 02:05:35,19123383
2024-01-31 02:05:43,getblock,0.314866304397583,2024-01-31 02:05:35,19123383
2024-01-31 02:05:44,chainstack,0.14682316780090332,2024-01-31 02:05:35,19123383
2024-01-31 02:05:44,alchemy,0.4033944606781006,2024-01-31 02:05:35,19123383
2024-01-31 02:05:44,ankr,0.14829206466674805,2024-01-31 02:05:35,19123383
2024-01-31 02:05:44,quicknode,0.14199304580688477,2024-01-31 02:05:35,19123383
2024-01-31 02:05:44,infura,0.280515193939209,2024-01-31 02:05:35,19123383
2024-01-31 02:05:44,getblock,0.2667722702026367,2024-01-31 02:05:35,19123383
2024-01-31 02:05:46,chainstack,0.14171838760375977,2024-01-31 02:05:35,19123383
2024-01-31 02:05:46,alchemy,0.45179057121276855,2024-01-31 02:05:35,19123383
2024-01-31 02:05:46,ankr,0.1072990894317627,2024-01-31 02:05:35,19123383
2024-01-31 02:05:46,quicknode,0.14795589447021484,2024-01-31 02:05:35,19123383
2024-01-31 02:05:46,infura,0.07762908935546875,2024-01-31 02:05:35,19123383
2024-01-31 02:05:46,getblock,0.22852754592895508,2024-01-31 02:05:35,19123383
2024-01-31 02:05:47,chainstack,0.3536500930786133,2024-01-31 02:05:35,19123383
2024-01-31 02:05:47,alchemy,0.1811692714691162,2024-01-31 02:05:35,19123383
2024-01-31 02:05:47,ankr,0.18221664428710938,2024-01-31 02:05:35,19123383
2024-01-31 02:05:47,quicknode,0.13673186302185059,2024-01-31 02:05:35,19123383
